School_Code,School_Name,School_Type,Function,Contact_Name,Address,Town,State,Zip,Phone,Fax,Grade,District,District_Code,Total_Enrollment,Percent_Students_Disabilities,Percent_Males,Percent_Females,Number_Classes,Average_Class_Size,Number_Students,Average_Salary,Total_Expenditures,Expenditures_per_Pupil,PPI
350360,William Ellery Channing,Public School,Principal,Carline Pignato,35 Sunnyside Street,Hyde Park,MA,2136,617-635-8722,617-635-8564,"PK,K,01,02,03,04,05",Boston,350000,244,8.6,45.9,54.1,147,16.7,311,88790,1269579527,19246.36,53
350258,William H Ohrenberger,Public School,Principal,Naomi Krakow,175 West Boundary Road,West Roxbury,MA,2132,617-635-8157,617-635-8163,"03,04,05,06,07,08",Boston,350000,602,19.6,56,44,310,21.1,687,88790,1269579527,19246.36,53
350363,William McKinley,Public School,Principal,Velecia Saunders,90 Warren Avenue,Boston,MA,2116,617-635-9976,617-635-9985,"K,01,02,03,04,05,06,07,08,09,10,11,12",Boston,350000,337,96.1,72.4,27.6,512,6.7,389,88790,1269579527,19246.36,53
350370,William Monroe Trotter,Public School,Principal,Sarita Thomas,135 Humboldt Avenue,Dorchester,MA,2121,617-635-8225,617-635-7915,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,536,16,52.1,47.9,156,22.3,537,88790,1269579527,19246.36,53
350374,Winship Elementary,Public School,Principal,Monakatellia Ford,54 Dighton Street,Brighton,MA,2135,617-635-8399,617-635-8403,"PK,K,01,02,03,04,05",Boston,350000,243,12.8,54.7,45.3,117,18.1,254,88790,1269579527,19246.36,53
350380,Young Achievers,Public School,Principal,Sean Guthrie,20 Outlook Road,Mattapan,MA,2126,617-635-8623,617-635-9947,"PK,K,01,02,03,04,05,06,07,08",Boston,350000,582,23,51.4,48.6,197,17.1,559,88790,1269579527,19246.36,53
360505,Bourne High School,Public School,Principal,Amy Cetner,75 Waterhouse Rd,Bourne,MA,2532,508-759-0670,508-759-0677,"09,10,11,12",Bourne,360000,436,16.7,50.5,49.5,262,16.4,481,74419,33090991.49,14969.24,41
360325,Bourne Middle School,Public School,Principal,Melissa Stafford,77 Waterhouse Road,Bourne,MA,2532,508-759-0690,508-759-0695,"05,06,07,08",Bourne,360000,711,14.8,49.1,50.9,409,20.3,761,74419,33090991.49,14969.24,41
360005,Bournedale Elementary School,Public School,Principal,Elizabeth Carpenito,41 Ernest Valerie Road,Bournedale,MA,2532,508-759-7437,--,"PK,K,01,02,03,04",Bourne,360000,433,18,53.3,46.7,201,16.5,459,74419,33090991.49,14969.24,41
360010,Peebles Elementary School,Public School,Principal,Jane Norton,70 Trowbridge Rd,Bourne,MA,2532,508-759-0680,508-759-0619,"K,01,02,03,04",Bourne,360000,355,16.3,50.1,49.9,170,17.4,344,74419,33090991.49,14969.24,41
380005,Harry Lee Cole,Public School,Principal,Brian Middleton-Cox,26 Middleton Rd,Boxford,MA,1921,978-887-2856,978-887-0703,"PK,K,01,02",Boxford,380000,327,17.1,55.4,44.6,117,12.5,313,75957,12296367.8,16222.12,100
380013,Spofford Pond,Public School,Principal,Kathryn Castonguay,31 Spofford Road,Boxford,MA,1921,978-352-8616,978-352-7855,"03,04,05,06",Boxford,380000,428,20.1,50.9,49.1,204,16.3,429,75957,12296367.8,16222.12,100
390005,Boylston Elementary,Public School,Principal,Alfred Thompson,200 Sewall Street,Boylston,MA,1505,508-869-2200,508-869-6914,"PK,K,01,02,03,04,05",Boylston,390000,293,10.2,48.1,51.9,168,18,305,74289,4310492.57,13226.43,69
400033,Archie T Morrison,Public School,Principal,John Riordan,260 Liberty Street,Braintree,MA,2184,781-380-0230,781-380-0233,"K,01,02,03,04,05",Braintree,400000,421,16.9,49.4,50.6,212,18.8,395,73535,79838684.12,13837.58,78
400505,Braintree High,Public School,Principal,Andrew Delery,128 Town Street,Braintree,MA,2184,781-848-4000,781-380-0116,"PK,09,10,11,12",Braintree,400000,1755,21.1,50,50,851,16.1,1723,73535,79838684.12,13837.58,78
400050,Donald Ross,Public School,Principal,Francis McGourty,20 Hayward Street,Braintree,MA,2184,781-380-0240,781-380-0243,"K,01,02,03,04,05",Braintree,400000,282,12.4,55,45,165,19,301,73535,79838684.12,13837.58,78
400305,East Middle School,Public School,Principal,John Sheehan,305 River St.,Braintree,MA,2184,781-380-0170,781-848-4522,"06,07,08",Braintree,400000,733,20.2,51.4,48.6,393,17.7,765,73535,79838684.12,13837.58,78
400015,Highlands,Public School,Principal,Nancy Pelletier,144 Wildwood Avenue,Braintree,MA,2184,781-380-0190,781-380-0128,"K,01,02,03,04,05",Braintree,400000,425,17.2,49.2,50.8,218,20.3,427,73535,79838684.12,13837.58,78
400005,Hollis,Public School,Principal,Timothy MacDonald,482 Washington Street,Braintree,MA,2184,781-380-0120,781-380-0122,"K,01,02,03,04,05",Braintree,400000,435,28,53.1,46.9,317,13.9,428,73535,79838684.12,13837.58,78
400025,Liberty,Public School,Principal,Tara Boening,49 Proctor Rd,Braintree,MA,2184,781-380-0210,781-380-0213,"01,02,03,04,05",Braintree,400000,448,14.1,47.8,52.2,234,20.1,443,73535,79838684.12,13837.58,78
400020,Mary E Flaherty School,Public School,Principal,Stacey Soto,99 Lakeside Dr,Braintree,MA,2184,781-380-0180,781-380-0184,"K,01,02,03,04,05",Braintree,400000,371,18.9,49.6,50.4,170,20.9,362,73535,79838684.12,13837.58,78
400009,Monatiquot Kindergarten Center,Public School,Principal,Donna Anderson,25 Brow Avenue,Braintree,MA,2184,781-380-0130,781-380-0146,K,Braintree,400000,262,11.5,51.1,48.9,128,17.9,286,73535,79838684.12,13837.58,78
400310,South Middle School,Public School,Principal,Damon Rainie,232 Peach Street,Braintree,MA,2184,781-380-0160,781-380-0164,"06,07,08",Braintree,400000,677,20.7,48.7,51.3,329,18.6,675,73535,79838684.12,13837.58,78
410010,Eddy Elementary,Public School,Principal,Joanna Hughes,2298 Main Street,Brewster,MA,2631,508-896-4531,508-896-4529,"03,04,05",Brewster,410000,233,18,50.6,49.4,140,18.4,228,82766,10139836,20571.79,64
410005,Stony Brook Elementary,Public School,Principal,Thomas Conrad,384 Underpass Road,Brewster,MA,2631,508-896-4545,508-896-4081,"PK,K,01,02",Brewster,410000,259,13.9,48.3,51.7,154,16.7,280,82766,10139836,20571.79,64
430005,Brimfield Elementary,Public School,Principal,Brian Ledbetter,22 Wales Rd,Brimfield,MA,1010,413-245-7337,413-245-4110,"PK,K,01,02,03,04,05,06",Brimfield,430000,285,13,49.1,50.9,95,17.7,300,63328,4587834,15328.55,83
440421,Ashfield Middle School,Public School,Principal,Barbara Lovell,225 Coe Road,Brockton,MA,2302,508-580-7268,508-580-7072,"06,07,08",Brockton,440000,487,17,50.7,49.3,247,19.2,512,79723,249325908.9,14213.65,55
440007,Barrett Russell School,Public School,Principal,Joanne Camillo,45 Oakdale Street,Brockton,MA,2301,508-894-4418,508-894-4577,K,Brockton,440000,219,6.4,53.4,46.6,104,16.8,218,79723,249325908.9,14213.65,55
440515,Brockton Champion High School,Public School,Principal,Cynthia Burns,175 Warren Avenue,Brockton,MA,2301,508-894-4377,508-894-4380,"09,10,11,12",Brockton,440000,177,35,61,39,194,8.2,150,79723,249325908.9,14213.65,55
440505,Brockton High,Public School,Principal,Clifford Murray,470 Forest Avenue,Brockton,MA,2301,508-580-7633,508-580-7600,"09,10,11,12",Brockton,440000,4264,11.9,50.5,49.5,1510,20.4,4327,79723,249325908.9,14213.65,55
440010,Brookfield,Public School,Principal,Marguerite Masson,135 Jon Drive,Brockton,MA,2302,508-580-7257,508-580-7073,"K,01,02,03,04,05",Brockton,440000,632,10.4,52.5,47.5,287,20.8,727,79723,249325908.9,14213.65,55
440110,Downey,Public School,Principal,John Kelly,55 Electric Avenue,Brockton,MA,2302,508-580-7221,508-580-7075,"K,01,02,03,04,05",Brockton,440000,655,27,56.6,43.4,353,15.1,651,79723,249325908.9,14213.65,55
440001,Dr W Arnone Community School,Public School,Principal,Colleen Proudler,135 Belmont Street,Brockton,MA,2301,508-894-4440,508-894-4464,"K,01,02,03,04,05",Brockton,440000,808,18.1,54.2,45.8,323,22.7,849,79723,249325908.9,14213.65,55
440405,East Middle School,Public School,Principal,Kelly Silva,464 Centre Street,Brockton,MA,2302,508-580-7351,508-580-7090,"06,07,08",Brockton,440000,540,20.9,55.2,44.8,317,18.1,556,79723,249325908.9,14213.65,55
440023,Edgar B Davis,Public School,Principal,Darlene Campbell,380 Plain Street,Brockton,MA,2302,508-580-7360,508-580-7074,"K,01,02,03,04,05,06,07,08",Brockton,440000,1042,7.8,49.6,50.4,423,24.6,1061,79723,249325908.9,14213.65,55
440520,Edison Academy,Public School,Principal,James Cobbs,470 Forest Avenue,Brockton,MA,2301,508-580-7638,508-580-7987,"09,10,11,12",Brockton,440000,153,13.7,52.3,47.7,177,10.8,271,79723,249325908.9,14213.65,55
440080,Frederick Douglass Academy,Public School,Principal,Cynthia Burns,175 Warren Avenue,Brockton,MA,2301,508-580-7033,508-580-7943,"06,07,08,09,10,11,12",Brockton,440000,35,42.9,80,20,94,7.3,80,79723,249325908.9,14213.65,55
440050,Gilmore School Early Childhood Center,Public School,Principal,Joanne Camillo,150 Clinton Street,Brockton,MA,2302,508-580-7685,508-580-7080,"PK,K",Brockton,440000,288,56.9,63.5,36.5,70,14.7,451,79723,249325908.9,14213.65,55
440400,Goddard Alternative School,Public School,Principal,John Lander,20 Union Street,Brockton,MA,2301,508-580-7203,508-580-7083,"04,05,06,07,08,09,10,11,12",Brockton,440000,48,100,66.7,33.3,86,6.4,57,79723,249325908.9,14213.65,55
440045,Hancock,Public School,Principal,Stephen Shaw,125 Pearl Street,Brockton,MA,2301,508-580-7252,508-580-7079,"K,01,02,03,04,05",Brockton,440000,667,6,50.4,49.6,239,24.1,693,79723,249325908.9,14213.65,55
440055,Huntington,Public School,Principal,Marybeth O'Brien,1121 Warren Avenue,Brockton,MA,2301,508-580-7235,508-580-7081,"K,01,02,03,04,05",Brockton,440000,552,7.1,51.6,48.4,183,23.5,509,79723,249325908.9,14213.65,55
440017,John F Kennedy,Public School,Principal,Brian Rogan,900 Ash Street,Brockton,MA,2301,508-580-7278,508-580-7082,"K,01,02,03,04,05",Brockton,440000,605,10.7,50.1,49.9,264,20.4,648,79723,249325908.9,14213.65,55
440422,Joseph F. Plouffe Academy,Public School,Principal,Michelle Nessralla,250 Crescent Street,Brockton,MA,2302,508-894-4301,508-894-4300,"06,07,08",Brockton,440000,693,13.6,48.2,51.8,492,22.5,705,79723,249325908.9,14213.65,55
440065,Louis F Angelo Elementary,Public School,Principal,Marcia Andrade Serpa,472 North Main Street,Brockton,MA,2301,508-894-4501,508-894-4500,"K,01,02,03,04,05",Brockton,440000,883,18.8,51.8,48.2,375,19.4,884,79723,249325908.9,14213.65,55
440003,Manthala George Jr. School,Public School,Principal,Natalie Pohl,180 Colonel Bell Drive,Brockton,MA,2301,508-580-7913,508-580-7917,"K,01,02,03,04,05",Brockton,440000,891,17.6,50.5,49.5,379,20,906,79723,249325908.9,14213.65,55
440002,Mary E. Baker School,Public School,Principal,Valerie Brower,45 Quincy Street,Brockton,MA,2302,508-894-4427,508-894-4472,"K,01,02,03,04,05",Brockton,440000,757,13.6,51.8,48.2,316,19.6,747,79723,249325908.9,14213.65,55
440410,North Middle School,Public School,Principal,Sean Ahern,108 Oak Street,Brockton,MA,2301,508-580-7371,508-580-7088,"06,07,08",Brockton,440000,564,16.1,53,47,399,18.9,612,79723,249325908.9,14213.65,55
440078,Oscar F Raymond,Public School,Principal,Carol McGrath,125 Oak Street,Brockton,MA,2301,508-580-7364,508-580-7085,"K,01,02,03,04,05",Brockton,440000,868,8.6,53.1,46.9,262,25.1,781,79723,249325908.9,14213.65,55
440415,South Middle School,Public School,Principal,Diane Lynch,105 Keith Ave Ext,Brockton,MA,2301,508-580-7311,508-580-7089,"06,07,08",Brockton,440000,513,17.2,52.8,47.2,306,22,567,79723,249325908.9,14213.65,55
440420,West Middle School,Public School,Principal,Clifford Murray,271 West St,Brockton,MA,2301,508-580-7381,508-580-7307,"06,07,08",Brockton,440000,629,18.3,49.8,50.2,371,22.6,706,79723,249325908.9,14213.65,55
450005,Brookfield Elementary,Public School,Principal,Kathleen Hosterman,1 Central Street,Brookfield,MA,1506,508-867-8774,508-867-0320,"PK,K,01,02,03,04,05,06",Brookfield,450000,318,7.5,49.4,50.6,81,20.3,324,62631,3848005,11503.75,72
460001,Brookline Early Education Program at Beacon,Public School,Principal,Vicki Milstein,115 Greenough Street,Brookline,MA,2445,617-713-5471,617-739-7562,PK,Brookline,460000,60,13.3,50,50,5,15,75,91507,133544402.5,17652.46,67
460002,Brookline Early Education Program at Putterham,Public School,Principal,Vicki Milstein,194 Grove Street,Chestnut Hill,MA,2467,617-713-5471,617-739-7562,PK,Brookline,460000,64,31.3,60.9,39.1,6,13.5,81,91507,133544402.5,17652.46,67
460505,Brookline High,Public School,Principal,Anthony Meyer,115 Greenough Street,Brookline,MA,2445,617-713-5003,617-713-5005,"PK,09,10,11,12",Brookline,460000,2009,16.2,50.2,49.8,1073,14.3,1978,91507,133544402.5,17652.46,67
460005,Edith C Baker,Public School,Principal,Mary Brown,205 Beverly Rd,Chestnut Hill,MA,2467,617-879-4500,617-879-4505,"K,01,02,03,04,05,06,07,08",Brookline,460000,764,14,50.8,49.2,446,18.4,780,91507,133544402.5,17652.46,67
460015,Edward Devotion,Public School,Principal,Monica Crowley,194 Boylston St,Brookline,MA,2445,617-879-4400,617-739-7501,"K,01,02,03,04,05,06,07,08",Brookline,460000,798,14.8,51.9,48.1,476,18.8,861,91507,133544402.5,17652.46,67
460025,Heath,Public School,Principal,Asa Sevelius,100 Eliot Street,Chestnut Hill,MA,2467,617-879-4570,617-739-7570,"PK,K,01,02,03,04,05,06,07,08",Brookline,460000,578,9.2,49.1,50.7,289,20.3,589,91507,133544402.5,17652.46,67
460045,John D Runkle,Public School,Principal,Genteen Jean-Michel,50 Druce Street,Brookline,MA,2445,617-879-4650,617-739-7675,"PK,K,01,02,03,04,05,06,07,08",Brookline,460000,613,19.2,51.9,48.1,297,20.5,601,91507,133544402.5,17652.46,67
460030,Lawrence,Public School,Principal,Allyson Hart,27 Francis Street,Brookline,MA,2446,617-879-4303,617-879-4390,"K,01,02,03,04,05,06,07,08",Brookline,460000,711,12.8,51.8,48.2,388,18.5,674,91507,133544402.5,17652.46,67
460020,Michael Driscoll,Public School,Principal,Sujan Talukdar,64 Westbourne Terrace,Brookline,MA,2446,617-879-4250,617-739-7502,"PK,K,01,02,03,04,05,06,07,08",Brookline,460000,600,15.2,51.2,48.8,312,20,607,91507,133544402.5,17652.46,67
460040,Pierce,Public School,Principal,Christine Kelley,50 School Street,Brookline,MA,2446,617-730-2583,617-264-6468,"K,01,02,03,04,05,06,07,08",Brookline,460000,854,8.9,48.8,51.2,439,20.1,829,91507,133544402.5,17652.46,67
460060,The Lynch Center,Public School,Principal,Vicki Milstein,599 Brookline Avenue,Brookline,MA,2445,617-713-5472,617-739-7562,PK,Brookline,460000,68,25,60.3,39.7,6,11.5,69,91507,133544402.5,17652.46,67
460035,William H Lincoln,Public School,Principal,Brian Denitzio,19 Kennard Rd,Brookline,MA,2445,617-879-4600,617-739-7505,"K,01,02,03,04,05,06,07,08",Brookline,460000,576,18.4,49.5,50.5,356,17.7,576,91507,133544402.5,17652.46,67
480505,Burlington High,Public School,Principal,Mark Sullivan,123 Cambridge Street,Burlington,MA,1803,781-270-1836,781-229-4893,"PK,K,09,10,11,12",Burlington,480000,1103,10.7,51.4,48.6,548,15.4,1162,90475,68300609.96,19237.98,66
480007,Fox Hill,Public School,Principal,Ellen Johnson,1 Fox Hill Rd,Burlington,MA,1803,781-270-1791,781-229-5909,"K,01,02,03,04,05",Burlington,480000,388,11.6,53.6,46.4,169,16,372,90475,68300609.96,19237.98,66
480035,Francis Wyman Elementary,Public School,Principal,Nicole Mcdonald,41 Terrace Hall Avenue,Burlington,MA,1803,781-270-1701,781-229-5667,"K,01,02,03,04,05",Burlington,480000,529,11.3,49.1,50.9,231,16.2,505,90475,68300609.96,19237.98,66
480303,Marshall Simonds Middle,Public School,Principal,Richard Connors,114 Winn Street,Burlington,MA,1803,781-270-1781,781-505-4980,"06,07,08",Burlington,480000,821,11.2,53,46.9,722,21.2,852,90475,68300609.96,19237.98,66
480015,Memorial,Public School,Principal,Deborah Dressler,125 Winn Street,Burlington,MA,1803,781-270-1721,781-229-5751,"K,01,02,03,04,05",Burlington,480000,386,13.2,52.1,47.9,179,16.2,396,90475,68300609.96,19237.98,66
480020,Pine Glen Elementary,Public School,Principal,John Lyons,1 Pine Glen Way,Burlington,MA,1803,781-270-1712,781-229-5793,"K,01,02,03,04,05",Burlington,480000,294,11.9,45.6,54.4,143,14.1,283,90475,68300609.96,19237.98,66
490006,Amigos School,Public School,Principal,Sarah Bartels-marrero,15 Upton Street,Cambridge,MA,2139,617-349-6567,617-349-6833,"PK,K,01,02,03,04,05,06,07,08",Cambridge,490000,379,11.9,44.3,55.7,200,16.3,366,78456,194321971.1,27568.87,67
490506,Cambridge Rindge and Latin,Public School,Principal,Damon Smith,459 Broadway Ave,Cambridge,MA,2138,617-349-6632,617-349-6749,"09,10,11,12",Cambridge,490000,1956,16.6,51.8,48.2,1034,15.5,1928,78456,194321971.1,27568.87,67
490305,Cambridge Street Upper School,Public School,Principal,Manuel Fernandez,158 Spring Street,Cambridge,MA,2141,617-349-3050,--,"06,07,08",Cambridge,490000,261,28,49.8,50.2,173,16.9,258,78456,194321971.1,27568.87,67
490007,Cambridgeport,Public School,Principal,Katie Charner-laird,89 Elm Street,Cambridge,MA,2139,617-349-6587,617-349-6511,"PK,K,01,02,03,04,05",Cambridge,490000,311,15.4,55,45,131,16.3,316,78456,194321971.1,27568.87,67
490090,Fletcher/Maynard Academy,Public School,Principal,Robin Harris,225 Windsor Street,Cambridge,MA,2139,617-349-6588,617-349-6595,"PK,K,01,02,03,04,05",Cambridge,490000,260,27.3,51.5,48.5,230,10.9,262,78456,194321971.1,27568.87,67
490080,Graham and Parks,Public School,Principal,Anthony Byers,44 Linnaean Street,Cambridge,MA,2138,617-349-6577,617-349-6590,"PK,K,01,02,03,04,05",Cambridge,490000,392,18.1,51,49,161,15.8,375,78456,194321971.1,27568.87,67
490020,Haggerty,Public School,Principal,Nancy Campbell,110 Cushing Street,Cambridge,MA,2138,617-349-6555,617-349-6034,"PK,K,01,02,03,04,05",Cambridge,490000,253,18.2,49.8,50.2,138,15.1,259,78456,194321971.1,27568.87,67
490065,John M Tobin,Public School,Principal,Jaime Frost,197 Vassal Lane,Cambridge,MA,2138,617-349-6600,617-349-6890,"PK,K,01,02,03,04,05",Cambridge,490000,291,16.2,50.9,49.1,239,8.1,279,78456,194321971.1,27568.87,67
490040,Kennedy-Longfellow,Public School,Principal,Christine Gerber,158 Spring Street,Cambridge,MA,2141,617-349-6841,617-349-3242,"PK,K,01,02,03,04,05",Cambridge,490000,266,14.3,52.3,47.7,145,14.4,276,78456,194321971.1,27568.87,67
490035,King Open,Public School,Principal,Darrell Williams,359 Broadway,Cambridge,MA,2141,617-349-6540,617-349-6548,"PK,K,01,02,03,04,05",Cambridge,490000,325,26.5,52.6,47.4,209,12.1,321,78456,194321971.1,27568.87,67
490005,Maria L. Baldwin,Public School,Principal,Nicholas Leonardos,28 Sacramento Street,Cambridge,MA,2138,617-349-6525,617-349-6893,"PK,K,01,02,03,04,05",Cambridge,490000,356,21.3,48.9,51.1,176,16.3,351,78456,194321971.1,27568.87,67
490030,Martin Luther King Jr.,Public School,Principal,Gerald Yung,102 Putnam Avenue,Cambridge,MA,2139,617-349-6562,617-349-6569,"PK,K,01,02,03,04,05",Cambridge,490000,317,15.1,50.5,49.5,171,15.7,310,78456,194321971.1,27568.87,67
490045,Morse,Public School,Principal,Patricia Beggy,40 Granite Street,Cambridge,MA,2139,617-349-6575,617-349-6576,"PK,K,01,02,03,04,05",Cambridge,490000,306,28.1,52.9,47.1,185,13.1,309,78456,194321971.1,27568.87,67
490050,Peabody,Public School,Principal,Jennifer Ford,70 Rindge Avenue,Cambridge,MA,2140,617-349-6530,617-349-6538,"PK,K,01,02,03,04,05",Cambridge,490000,316,22.2,47.8,52.2,140,19.5,318,78456,194321971.1,27568.87,67
490310,Putnam Avenue Upper School,Public School,Principal,Mirko Chardin,100 Putnam Avenue,Cambridge,MA,2139,617-349-7780,--,"06,07,08",Cambridge,490000,262,26,47.7,52.3,181,17.8,263,78456,194321971.1,27568.87,67
490315,Rindge Avenue Upper School,Public School,Principal,JULIE CRAVEN,70 Rindge Avenue,Cambridge,MA,2140,617-349-4060,617-349-6037,"06,07,08",Cambridge,490000,275,26.5,52.7,47.3,148,19,278,78456,194321971.1,27568.87,67
490320,Vassal Lane Upper School,Public School,Principal,Daniel Coplon-newfield,197 Vassal Lane,Cambridge,MA,2138,617-349-6550,617-349-6686,"06,07,08",Cambridge,490000,268,23.9,48.5,51.5,180,17.9,287,78456,194321971.1,27568.87,67
500505,Canton High,Public School,Principal,Derek Folan,900 Washington Street,Canton,MA,2021,781-821-5050,781-821-5052,"09,10,11,12",Canton,500000,951,7.7,48.8,51,580,17.1,955,77664,48664018,14167.52,70
500020,Dean S Luce,Public School,Principal,Robie Peter,45 Independence St,Canton,MA,2021,781-821-5075,781-575-6528,"K,01,02,03,04,05",Canton,500000,492,8.5,48,52,439,18.2,514,77664,48664018,14167.52,70
500017,John F Kennedy,Public School,Principal,Christine Mcmahon,100 Dedham Street,Canton,MA,2021,781-821-5080,781-575-6543,"K,01,02,03,04,05",Canton,500000,504,11.9,53.6,46.4,383,20.4,495,77664,48664018,14167.52,70
500012,Lt Peter M Hansen,Public School,Principal,David Brauninger,25 Pecunit Street,Canton,MA,2021,781-821-5085,781-575-5662,"K,01,02,03,04,05",Canton,500000,502,8.8,48.4,51.6,373,20.1,479,77664,48664018,14167.52,70
500010,Rodman Early Childhood Center,Public School,Principal,Donna Kilday,960 Washington Street,Canton,MA,2021,781-821-5060,781-575-6500,PK,Canton,500000,90,38.9,56.7,43.3,28,13.1,92,77664,48664018,14167.52,70
500305,Wm H Galvin Middle,Public School,Principal,William Conard,55 Pecunit Street,Canton,MA,2021,781-821-5070,781-575-6509,"06,07,08",Canton,500000,786,13.6,49.2,50.8,481,19.7,806,77664,48664018,14167.52,70
510025,Carlisle School,Public School,Principal,Dennet Sidell,83 School Street,Carlisle,MA,1741,978-369-4102,978-371-2400,"PK,K,01,02,03,04,05,06,07,08",Carlisle,510000,590,12.9,54.9,45.1,222,18.1,613,91182,11656795.18,18050.16,100
520015,Carver Elementary School,Public School,Principal,Ruby Maestas,85 Main Street,Carver,MA,2330,508-866-6211,508-866-6845,"PK,K,01,02,03,04,05",Carver,520000,790,17.6,50.4,49.6,466,17.8,812,66921,24028000.58,14262.48,57
520405,Carver Middle/High School,Public School,Principal,Janelle Clarke-Holley,60 South Meadow Road,Carver,MA,2330,508-866-6140,508-866-5639,"06,07,08,09,10,11,12",Carver,520000,836,20.1,50.7,49.3,419,15.5,829,66921,24028000.58,14262.48,57
560030,Byam School,Public School,Principal,Jason Fredette,25 Maple Road,Chelmsford,MA,1824,978-251-5144,--,"K,01,02,03,04",Chelmsford,560000,495,14.5,56.8,43.2,164,23.3,490,73471,70390125.61,13288.93,63
560005,Center Elementary School,Public School,Principal,Linda Hirsch,84 Billerica Road,Chelmsford,MA,1824,978-251-5155,978-251-5160,"K,01,02,03,04",Chelmsford,560000,434,15,49.3,50.7,152,22.2,443,73471,70390125.61,13288.93,63
560025,Charles D Harrington,Public School,Principal,Michael LaCava,120 Richardson Rd,North Chelmsford,MA,1863,978-251-5166,978-251-5170,"K,01,02,03,04",Chelmsford,560000,471,13.4,55.2,44.8,168,22.1,489,73471,70390125.61,13288.93,63
560505,Chelmsford High,Public School,Principal,Stephen Murray,200 Richardson Rd,North Chelmsford,MA,1863,978-251-5111,978-251-5117,"09,10,11,12",Chelmsford,560000,1484,12.6,48.9,51.1,769,16.8,1509,73471,70390125.61,13288.93,63
560305,Col Moses Parker School,Public School,Principal,Jeffery Parks,75 Graniteville Rd,Chelmsford,MA,1824,978-251-5133,978-251-5140,"05,06,07,08",Chelmsford,560000,725,17.9,50.5,49.5,412,16.7,731,73471,70390125.61,13288.93,63
560001,Community Education Center,Public School,Principal,Amy Matson,170 Dalton Road,Chelmsford,MA,1824,978-251-5188,978-251-5187,PK,Chelmsford,560000,136,47.8,57.4,42.6,96,14.9,176,73471,70390125.61,13288.93,63
560310,McCarthy Middle School,Public School,Principal,Kurt McPhee,250 North Rd,Chelmsford,MA,1824,978-251-5122,978-251-5130,"05,06,07,08",Chelmsford,560000,850,16.8,50.8,49.2,489,16.6,881,73471,70390125.61,13288.93,63
560015,South Row,Public School,Principal,Molly McMahon,250 Boston Rd,Chelmsford,MA,1824,978-251-5177,978-251-5180,"K,01,02,03,04",Chelmsford,560000,379,10.3,56.2,43.8,152,20.2,401,73471,70390125.61,13288.93,63
570505,Chelsea High,Public School,Principal,Priti Johari,299 Everett Avenue,Chelsea,MA,2150,617-466-5000,617-889-8468,"09,10,11,12",Chelsea,570000,1545,9.3,52,48,621,23,1586,64772,96592693.31,13770.24,40
570050,Clark Avenue School,Public School,Principal,Michael Talbot,8 Clark Avenue,Chelsea,MA,2150,617-466-5100,617-889-7539,"05,06,07,08",Chelsea,570000,545,13.8,55.4,44.6,254,22.9,542,64772,96592693.31,13770.24,40
570030,Edgar A Hooks Elementary,Public School,Principal,Adele Lubarsky,300 Crescent Avenue,Chelsea,MA,2150,617-466-5400,617-889-8647,"01,02,03,04",Chelsea,570000,591,10.8,54.8,45.2,24,25.9,622,64772,96592693.31,13770.24,40
570045,Eugene Wright Science and Technology Academy,Public School,Principal,Michelle Martinello Creamer,180 Walnut Street,Chelsea,MA,2150,617-466-5240,617-889-8463,"05,06,07,08",Chelsea,570000,519,18.9,56.8,43.2,177,24.2,510,64772,96592693.31,13770.24,40
570040,Frank M Sokolowski Elementary,Public School,Principal,Jeffrey Bryson,300 Crescent Avenue,Chelsea,MA,2150,617-466-8464,617-889-8470,"01,02,03,04",Chelsea,570000,587,10.7,51.4,48.6,24,26.3,630,64772,96592693.31,13770.24,40
570035,George F. Kelly Elementary,Public School,Principal,Magdalena Sanchez-Gleason,300 Crescent Avenue,Chelsea,MA,2150,617-466-5350,617-889-8644,"01,02,03,04",Chelsea,570000,571,12.1,50.4,49.6,23,25.4,585,64772,96592693.31,13770.24,40
570055,Joseph A. Browne School,Public School,Principal,David Liebowitz,180 Walnut Street,Chelsea,MA,2150,617-466-5235,617-889-8459,"05,06,07,08",Chelsea,570000,576,8.5,48.8,51.2,218,25,618,64772,96592693.31,13770.24,40
570003,Shurtleff Early Childhood,Public School,Principal,Jacqueline Bevere,99 Hawthorn Street,Chelsea,MA,2150,617-466-5150,617-889-8425,"PK,K,01",Chelsea,570000,863,11.1,51.7,48.3,50,17.5,873,64772,96592693.31,13770.24,40
570025,William A Berkowitz Elementary,Public School,Principal,Adam Deleidi,300 Crescent Avenue,Chelsea,MA,2150,617-466-5300,617-889-8646,"01,02,03,04",Chelsea,570000,541,14,53.8,46.2,30,19.9,595,64772,96592693.31,13770.24,40
610003,Barry,Public School,Principal,Jonathan Endelos,44 Connell Street,Chicopee,MA,1020,413-594-3425,413-594-3468,"K,01,02,03,04,05",Chicopee,610000,425,18.8,57.2,42.8,89,20.7,445,65358,108607100,13659.72,59
610010,Belcher,Public School,Principal,Samuel Karlin,125 Montgomery St.,Chicopee,MA,1020,413-594-3526,413-594-3469,"K,01,02",Chicopee,610000,269,16.7,52.8,47.2,69,21.1,287,65358,108607100,13659.72,59
